,Username,Link,Text,Human,Chat GPT,Date
,gabrielfofid,https://www.tiktok.com/@gabrielfofid,kebanyakan alkohol parfum nya dikit,Negatif,Negatif,15/02/2023
,endahhhhh___,https://www.tiktok.com/@endahhhhh___,Bagus dan wangi,Positif,Positif,15/02/2023
,abdullahkadir689,https://www.tiktok.com/@abdullahkadir689,Adik aku suka banget sama wangi nya,Positif,Positif,15/02/2023
,andergoen,https://www.tiktok.com/@andergoen,"pengemasan barang kurang baik, di karenakan ketika barang sampai botol pecah",Negatif,Negatif,15/02/2023
,ruslanhidayat62,https://www.tiktok.com/@ruslanhidayat62,wah parfum terenak yang pernah aku pake ini,Positif,Positif,14/02/2023
,novaro55,https://www.tiktok.com/@novaro55,aquatik paling enak,Positif,Positif,14/02/2023
,amanah_tas,https://www.tiktok.com/@amanah_tas,host nya cantik parfum nya enak,Positif,Positif,14/02/2023
,shabiyarahma,https://www.tiktok.com/@shabiyarahma,sampe rumah botol pecah ga ada sisa nya,Negatif,Negatif,14/02/2023
,www.tubuniboruparna,https://www.tiktok.com/@www.tubuniboruparna,"wangi nya biasa aja, parfum apa ini kebanyakan alkohol nya",Negatif,Negatif,14/02/2023
,budhiferza,https://www.tiktok.com/@budhiferza,Wangi nya elegan dan seger,Positif,Positif,14/02/2023
,l_muhammad1,https://www.tiktok.com/@l_muhammad1,wangi nya ga bikin pusing,Positif,Positif,14/02/2023
,laodesabara,https://www.tiktok.com/@laodesabara,host moris selalu cantik,Positif,Positif,14/02/2023
,lelawati5809,https://www.tiktok.com/@lelawati5809,"Wangi nya bener-bener menyegarkan, ga ada dua nya",Positif,Positif,14/02/2023
,hidhidlove,https://www.tiktok.com/@hidhidlove,baru kali ini belanja pengiriman nya lama banget,Negatif,Negatif,14/02/2023
,febymiche,https://www.tiktok.com/@febymiche,moris makin keren,Positif,Positif,14/02/2023
,ari.1155909550189,https://www.tiktok.com/@ari.1155909550189,"Parfum nya kualitas nya oke banget, worth it deh",Positif,Positif,13/02/2023
,bangarka881,https://www.tiktok.com/@bangarka881,botol pecah samapi habis isi nya,Negatif,Negatif,13/02/2023
,user57782136818123,https://www.tiktok.com/@user57782136818123,ga wangi sampe ga kecium kaya air biasa,Negatif,Negatif,13/02/2023
,syarifhaqiqise,https://www.tiktok.com/@syarifhaqiqise,"Wangi nya bikin adem, enak banget di pake",Positif,Positif,13/02/2023
,user4772204620517,https://www.tiktok.com/@user4772204620517,"Parfum nya mantap banget, ga pernah mengecewakan",Positif,Positif,13/02/2023
,granger865,https://www.tiktok.com/@granger865,bau nya kurang dan banyak alkohol nya,Negatif,Negatif,13/02/2023
,willyyylimm_,https://www.tiktok.com/@willyyylimm_,"Packing nya rapi banget, ga ada masalah sama sekali",Positif,Positif,12/02/2023
,alzialzi432,https://www.tiktok.com/@alzialzi432,"Botol nya aman banget, ga ada kerusakan sama sekali",Positif,Positif,10/02/2023
,hidayattulloh58,https://www.tiktok.com/@hidayattulloh58,Untung di minimarket ada jadi gampang beli nya terima kasih morris,Positif,Positif,10/02/2023
,sandisan582,https://www.tiktok.com/@sandisan582,ongkir mahal banget ka,Negatif,Negatif,09/02/2023
,prapto236,https://www.tiktok.com/@prapto236,harga nya murah ,Positif,Positif,09/02/2023
,chan.wck,https://www.tiktok.com/@chan.wck,"Parfum nya bener-bener wangi banget, ga nyesel beli",Positif,Positif,09/02/2023
,dayufirliansyahh,https://www.tiktok.com/@dayufirliansyahh,cepet ilang wangi nya,Negatif,Negatif,09/02/2023
,zumratulaini586,https://www.tiktok.com/@zumratulaini586,bau alkohol nya nyengat,Negatif,Negatif,08/02/2023
,mances827,https://www.tiktok.com/@mances827,"Parfum nya kurang berasa, lebih kaya air alkohol",Negatif,Negatif,08/02/2023
,ar_sianida2,https://www.tiktok.com/@ar_sianida2,aku beli di Alfa masa baru 5 menit ilang wangi nya,Negatif,Negatif,07/02/2023
,malaahin,https://www.tiktok.com/@malaahin,"Wangi nya ga enak, bau alkohol nya kebanyakan",Negatif,Negatif,07/02/2023
,user9531618747336,https://www.tiktok.com/@user9531618747336,"Alkohol nya kebanyakan, bikin ga nyaman",Negatif,Negatif,06/02/2023
,moonluv7729,https://www.tiktok.com/@moonluv7729,ih. gemes. banget. ka Nana. yang. cantik,Positif,Positif,06/02/2023
,beatrixnaya,https://www.tiktok.com/@beatrixnaya,kalo buat cewek bisa ga ka,Netral,Netral,04/02/2023
,beatrixnaya,https://www.tiktok.com/@beatrixnaya,"Parfum nya ga worth it, cepet ilang bau nya",Negatif,Negatif,04/02/2023
,edopandeglang25,https://www.tiktok.com/@edopandeglang25,botol nya retak padalan bungkus nya aman,Negatif,Negatif,03/02/2023
,skjsakursi,https://www.tiktok.com/@skjsakursi,"Wangi nya ga enak, bau alkohol nya nyengat",Negatif,Negatif,03/02/2023
,chosoo025,https://www.tiktok.com/@chosoo025,vintage atau creative min?,Netral,Netral,03/02/2023
,octo0714,https://www.tiktok.com/@octo0714,"Ga bakalan beli lagi, parfum nya ga worth it",Negatif,Negatif,03/02/2023
,enny_ngrbng,https://www.tiktok.com/@enny_ngrbng,"parfum nya kurang wangi nya, lebih kaya alkohol",Negatif,Negatif,02/02/2023
,mhail6310,https://www.tiktok.com/@mhail6310,"Parfum nya kaya air biasa, ga ada wangi nya",Negatif,Negatif,02/02/2023
,anfieldstadium,https://www.tiktok.com/@anfieldstadium,"Bau alkohol nya nyengat banget, ga enak dipake",Negatif,Negatif,01/02/2023
,remboz21,https://www.tiktok.com/@remboz21,metropolis ketahanan aroma nya berapa lama kak?,Netral,Netral,31/01/2023
,arjenhiowati2023,https://www.tiktok.com/@arjenhiowati2023,kaka cantik bangat,Positif,Positif,30/01/2023
,anismawar2,https://www.tiktok.com/@anismawar2,"Sampe rumah, botol nya retak semua, jadi ga bisa di pake",Negatif,Negatif,28/01/2023
,zellilu_,https://www.tiktok.com/@zellilu_,ini serius yang wangi nya enak yang mana dah?,Netral,Netral,28/01/2023
,delladella076,https://www.tiktok.com/@delladella076,"Alkohol nya berasa banget, bikin kepala pusing",Negatif,Negatif,27/01/2023
,domikado139,https://www.tiktok.com/@domikado139,exclusive enak banget wangi nya.. tiap beli langsung tujuh atau delapan botol,Positif,Positif,27/01/2023
,imamajee2,https://www.tiktok.com/@imamajee2,sekrang mahal padahal aku make moris kemarin tiga puluh tiga ribuan,Negatif,Negatif,26/01/2023
,neshiizx10,https://www.tiktok.com/@neshiizx10,wangi banget parfum nya,Positif,Positif,26/01/2023
,celma0504,https://www.tiktok.com/@celma0504,pengemasan nya jelek banget,Negatif,Negatif,26/01/2023
,jhezen89,https://www.tiktok.com/@jhezen89,keren moris udah murah gampang di beli lagi,Positif,Positif,25/01/2023
,defanbara08,https://www.tiktok.com/@defanbara08,wangi nya kalem ada sejuk sejuk nya pokok nya enak banget,Positif,Positif,25/01/2023
,anitaanita2729,https://www.tiktok.com/@anitaanita2729,mantap wangi nya nyebar kemana mana,Positif,Positif,25/01/2023
,sinarbasrijuddin,https://www.tiktok.com/@sinarbasrijuddin,wangi nya ga sampe 20 menit udah ilang,Negatif,Negatif,25/01/2023
,sagitaboy25,https://www.tiktok.com/@sagitaboy25,yang wangi nya ada ninggalin jejak nya yg mana ka?,Netral,Netral,25/01/2023
,lovecaviora,https://www.tiktok.com/@lovecaviora,aku udah beli wangi nya mantep ocean,Positif,Positif,25/01/2023
,haryantomerry,https://www.tiktok.com/@haryantomerry,wangi nya ga tahan lama,Negatif,Negatif,24/01/2023
,avando_04,https://www.tiktok.com/@avando_04,kemahalan ongkir nya,Negatif,Negatif,24/01/2023
,aprazolam25k,https://www.tiktok.com/@aprazolam25k,udah beli yang marobito bau nya enak banget,Positif,Positif,23/01/2023
,rhiyouwcrhysmarquez,https://www.tiktok.com/@rhiyouwcrhysmarquez,manis nya kelewatan,Positif,Positif,22/01/2023
,ramadhankakaksaya,https://www.tiktok.com/@ramadhankakaksaya,cantik nya,Positif,Positif,22/01/2023
,sabila_akunbaru_,https://www.tiktok.com/@sabila_akunbaru_,asli ini wangi banget dan packing nya juga rapi banget,Positif,Positif,22/01/2023
,malkish00,https://www.tiktok.com/@malkish00,metropolis andalan suami saya,Positif,Positif,22/01/2023
,jagaraaaaaa,https://www.tiktok.com/@jagaraaaaaa,kalau freedom itu wangi nya kaya gimana?,Netral,Netral,22/01/2023
,mamab0ys,https://www.tiktok.com/@mamab0ys,morris wangi nya enak banget,Positif,Positif,20/01/2023
,mbasirnasution,https://www.tiktok.com/@mbasirnasution,enak parfum nya,Positif,Positif,20/01/2023
,ahsnmr,https://www.tiktok.com/@ahsnmr,ongkir lebih Mahal dari pada harga parfum nya,Negatif,Negatif,20/01/2023
,syafiqhanrey,https://www.tiktok.com/@syafiqhanrey,yang morabito harga nya berapa,Netral,Netral,19/01/2023
,diantiau,https://www.tiktok.com/@diantiau,wangi banget cowok aku pake ini,Positif,Positif,18/01/2023
,syafarstore,https://www.tiktok.com/@syafarstore,bisa buat cewek ga,Netral,Netral,18/01/2023
,opungbambang018,https://www.tiktok.com/@opungbambang018,berapa mili bos yang botolan,Netral,Netral,17/01/2023
,putuagussuwastika2,https://www.tiktok.com/@putuagussuwastika2,aku baru beli di indomart asli ga?,Netral,Netral,17/01/2023
,99......_,https://www.tiktok.com/@99......_,beli ke 3 tetap mantap ga kecewa,Positif,Positif,17/01/2023
,platasurname,https://www.tiktok.com/@platasurname,favorit banget yang freedom,Positif,Positif,16/01/2023
,seble851,https://www.tiktok.com/@seble851,cantik banget,Positif,Positif,15/01/2023
,yokhansul,https://www.tiktok.com/@yokhansul,kebanyakan alkohol bikin pusing,Negatif,Negatif,14/01/2023
,sayangnyalaila,https://www.tiktok.com/@sayangnyalaila,yang wangi nya cewe suka yang wangi apa bang,Netral,Netral,14/01/2023
,maemunah6130,https://www.tiktok.com/@maemunah6130,ga enak bau bedak bayi ,Negatif,Negatif,14/01/2023
,ellemasua,https://www.tiktok.com/@ellemasua,pas di coba berasa alkohol semua parum nya dikit banget,Negatif,Negatif,13/01/2023
,chila_yby01,https://www.tiktok.com/@chila_yby01,parfum oplosan,Negatif,Negatif,13/01/2023
,daviwers_,https://www.tiktok.com/@daviwers_,udah pernah make wangi nya enak,Positif,Positif,13/01/2023
,acit_parfum,https://www.tiktok.com/@acit_parfum,cool banget wangi nya,Positif,Positif,11/01/2023
,swanda077,https://www.tiktok.com/@swanda077,ketahanan nya paling lama cuman dua jam . sayang banget padahal katanya EDP tapi ga tahan,Negatif,Negatif,11/01/2023
,ati6762,https://www.tiktok.com/@ati6762,kakak Nana cantik banget,Positif,Positif,11/01/2023
,ogiwell,https://www.tiktok.com/@ogiwell,aquatic kaya parfum jutaan wangi nya nikmat banget buat olahraga,Positif,Positif,11/01/2023
,acit_parfum,https://www.tiktok.com/@acit_parfum,bantu suport ka,Netral,Netral,11/01/2023
,twentyeightwl,https://www.tiktok.com/@twentyeightwl,di alfamart banyak yah ka,Netral,Netral,11/01/2023
,rivaldyanngrhh5,https://www.tiktok.com/@rivaldyanngrhh5,dari dulu sampai sekarang betah pakai lifestyle nya lembut banget aroma nya,Positif,Positif,11/01/2023
,bupaty_jawa_selatan,https://www.tiktok.com/@bupaty_jawa_selatan,"dah coba yangg fredom seger banget anjay ,klo buat jalan siang hari / sore hari abis mandi",Positif,Positif,10/01/2023
,milamila753,https://www.tiktok.com/@milamila753,ka kalo buat cewe berhijab yang mana,Netral,Netral,09/01/2023
,kudobasii,https://www.tiktok.com/@kudobasii,bisa cod bang,Netral,Netral,08/01/2023
,pemeran_dibalik_layar03,https://www.tiktok.com/@pemeran_dibalik_layar03,enak banget Morris yang metropolis,Positif,Positif,08/01/2023
,ashasha23_,https://www.tiktok.com/@ashasha23_,varian yang cocok buat umur lima belas tahun apa ka,Netral,Netral,08/01/2023
,manule.aaa,https://www.tiktok.com/@manule.aaa,"morris floral edition paling enak sih, selalu repurchase. favoritku yang white bloom",Positif,Positif,07/01/2023
,rajidgandirumbiar,https://www.tiktok.com/@rajidgandirumbiar,kak nana buat kerja lapangan yang enak apa,Netral,Netral,07/01/2023
,cegiliky,https://www.tiktok.com/@cegiliky,yang manis mana kak,Netral,Netral,07/01/2023
,gtwsoken,https://www.tiktok.com/@gtwsoken,wangi cewe yang mana ya ka,Netral,Netral,07/01/2023
,kristandwi5,https://www.tiktok.com/@kristandwi5,bang buat jalan jalan sore yang mana,Netral,Netral,05/01/2023
,argal90,https://www.tiktok.com/@argal90,bagi yang mau di Alfamart ada,Netral,Netral,05/01/2023
,lumasi21,https://www.tiktok.com/@lumasi21,bahan botol nya di ganti dong ka biar ga berat,Negatif,Negatif,04/01/2023
,user6943226154836,https://www.tiktok.com/@user6943226154836,aku beli minggu kemaren make jne sampai sekarang belum sampai ,Negatif,Negatif,04/01/2023
,cutintan092,https://www.tiktok.com/@cutintan092,creativ cocok buat rapat ga ka,Netral,Netral,03/01/2023
,elvinamalia,https://www.tiktok.com/@elvinamalia,yang cocok buat pulang kampung apa ka,Netral,Netral,03/01/2023
,.nayla1605,https://www.tiktok.com/@.nayla1605,itu yang warna abu abu varian apa ka,Netral,Netral,03/01/2023
,aureliakirana3,https://www.tiktok.com/@aureliakirana3,kak mau nanya parfum morris yang mana cocoknya buat cowo cool gitu yang wanginya manis,Netral,Netral,03/01/2023
,ismit450,https://www.tiktok.com/@ismit450,ke cikarang berapa lama ka,Netral,Netral,02/01/2023
,alamsah.udin,https://www.tiktok.com/@alamsah.udin,aku suka banget sama varian yang amber,Positif,Positif,02/01/2023
,hhhhrussdinntttt,https://www.tiktok.com/@hhhhrussdinntttt,emang ga salah jadi parfum penjualan terbanyak di tik tok wangi nya enak parah,Positif,Positif,02/01/2023
,airahecha,https://www.tiktok.com/@airahecha,yang varian woody terbaik wangi nya memanjakan penciuman,Positif,Positif,01/01/2023
,endah_vania1,https://www.tiktok.com/@endah_vania1,ka cara makai parfum nya gimana,Netral,Netral,01/01/2023
,mhiniforardi,https://www.tiktok.com/@mhiniforardi,sodara cewek aku ga suka sama wangi varian wody kata nya ga enak,Negatif,Negatif,01/01/2023
,booy_981,https://www.tiktok.com/@booy_981,tolong lah admin nya kalo ada keluhan di bantu jagan di diemin aja,Negatif,Negatif,01/01/2023
,febianaputridianata,https://www.tiktok.com/@febianaputridianata,itu parfum varian apa ka yang kaka nana lagi pegang,Netral,Netral,31/12/2022
,muhamadm768,https://www.tiktok.com/@muhamadm768,aroma lavender ada ga ka,Netral,Netral,31/12/2022
,user41770586179026,https://www.tiktok.com/@user41770586179026,itu yang black musky wangi nya gimana ka,Netral,Netral,31/12/2022
,asmanrahawarin,https://www.tiktok.com/@asmanrahawarin,Bau nya kurang suka bikin mual kaya parfum oplosan ,Negatif,Negatif,31/12/2022
,mendadak_sultan99,https://www.tiktok.com/@mendadak_sultan99,pengiriman nya jelek banget kardus nya pada rusak,Negatif,Negatif,30/12/2022
,calapiee,https://www.tiktok.com/@calapiee,SUMPAH METROPOLIS ENAK BANGET GARA GARA PASANGAN AKU JADI BELI HAHA,Positif,Positif,30/12/2022
,hyuugami,https://www.tiktok.com/@hyuugami,ka morris yang wangi vanilla varian apa ya,Netral,Netral,30/12/2022
,diahsaputri5245,https://www.tiktok.com/@diahsaputri5245,ka yang wangi stroberi ada ga,Netral,Netral,30/12/2022
,sakira4583,https://www.tiktok.com/@sakira4583,edisi white gimana wangi nya,Netral,Netral,30/12/2022
,rocky.a24,https://www.tiktok.com/@rocky.a24,Parfum Morris meninggalkan noda yang sulit dihilangkan pada pakaian,Negatif,Negatif,30/12/2022
,bochill_bonge,https://www.tiktok.com/@bochill_bonge,nyari di indomaret atau Alfamaret langka banget yang kayak gitu padalan aku suka sama wangi nya,Negatif,Negatif,30/12/2022
,dhe.andra,https://www.tiktok.com/@dhe.andra,moris metropolis emang enak banget tidak make bohong bohong,Positif,Positif,30/12/2022
,xxy_kaptenlea,https://www.tiktok.com/@xxy_kaptenlea,Aroma parfum Morris cepat memudar dan tidak bertahan lama,Negatif,Negatif,29/12/2022
,moh.ramdhani,https://www.tiktok.com/@moh.ramdhani,Botol parfum Moris mudah pecah dan menyebabkan tumpahan pada kemasan,Negatif,Negatif,29/12/2022
,alekramly_,https://www.tiktok.com/@alekramly_,Parfum Morris tidak cocok dengan jenis kulit saya dan menyebabkan iritasi,Negatif,Negatif,29/12/2022
,elen030876,https://www.tiktok.com/@elen030876,Bau parfum Moris begitu menawan dan tidak berlebihan,Positif,Positif,28/12/2022
,asnia_03,https://www.tiktok.com/@asnia_03,Parfum Moris memberikan kesan yang bersih dan segar,Positif,Positif,28/12/2022
,m_aril_pratama,https://www.tiktok.com/@m_aril_pratama,"kurang suka, menurut aku terlalu nyengat",Negatif,Negatif,28/12/2022
,devasetiyawan816,https://www.tiktok.com/@devasetiyawan816,Aroma parfum Moris cocok untuk dipakai di berbagai kesempatan,Positif,Positif,28/12/2022
,vinfay_07,https://www.tiktok.com/@vinfay_07,Aroma parfum Moris tidak terlalu feminin atau maskulin,Negatif,Negatif,28/12/2022
,.peoplesans,https://www.tiktok.com/@.peoplesans,the best sih klo metropolis di campur sama creative ga ada lawan wangi nya,Positif,Positif,28/12/2022
,mnuldd,https://www.tiktok.com/@mnuldd,bang parfum ini klo di Alfamart harga nya berapa,Netral,Netral,28/12/2022
,pembersihmesin10,https://www.tiktok.com/@pembersihmesin10,Bagus banget... aku suka wangi nya,Positif,Positif,28/12/2022
,juan_knight23,https://www.tiktok.com/@juan_knight23,"udah 3 tahun pake morris metropolis asli wangi nya ga ngebosenin, harga nya juga terjangkau.. recommended banget sih buat yang lagi nyari parfum ",Positif,Positif,28/12/2022
,fannsky__,https://www.tiktok.com/@fannsky__,wangi elit tahan lama sulit,Negatif,Negatif,28/12/2022
,user7950356666195,https://www.tiktok.com/@user7950356666195,host nya cantik banget jadi betah beli parfum di sini,Positif,Positif,27/12/2022
,divaiva855,https://www.tiktok.com/@divaiva855,Bau parfum Moris terlalu kuat dan mengganggu konsentrasi belajar,Negatif,Negatif,27/12/2022
,sanantonio757,https://www.tiktok.com/@sanantonio757,Parfum Moris tidak sesuai dengan preferensi aroma saya,Negatif,Negatif,27/12/2022
,ramadesky,https://www.tiktok.com/@ramadesky,Parfum Moris memberikan nuansa yang hangat dan menyambut,Positif,Positif,26/12/2022
,imanjenjen,https://www.tiktok.com/@imanjenjen,Aroma parfum Moris terasa begitu romantis dan mempesona,Positif,Positif,26/12/2022
,tanpa_nama_0i,https://www.tiktok.com/@tanpa_nama_0i,apakah ada alkohol nya,Netral,Netral,26/12/2022
,.dino_toxic,https://www.tiktok.com/@.dino_toxic,parfum yang cocok buat jalan sama pasangan apa ka,Netral,Netral,26/12/2022
,aerfrrh,https://www.tiktok.com/@aerfrrh,yang bisa buat Jum'at an yang mana bang,Netral,Netral,25/12/2022
,squidlord3,https://www.tiktok.com/@squidlord3,bang buat jalan jalan ke pantai yang mana,Netral,Netral,25/12/2022
,alipfaktur,https://www.tiktok.com/@alipfaktur,ga usah di ragukan lagi semua varian morris pasti wanggi,Positif,Positif,24/12/2022
,erickaasri,https://www.tiktok.com/@erickaasri,Parfum kesukaan aku itu,Positif,Positif,24/12/2022
,user2370632367818,https://www.tiktok.com/@user2370632367818,di indomaret ampe empat puluh ribu lebih harga nya di sini jauh lebih murah,Positif,Positif,23/12/2022
,jul009,https://www.tiktok.com/@jul009,tante aku suka banget sama yang creativ,Positif,Positif,23/12/2022
,pak_r3te,https://www.tiktok.com/@pak_r3te,morris freedom seger,Positif,Positif,23/12/2022
,lutfi.frds,https://www.tiktok.com/@lutfi.frds,aku cowo tapi pake nya parfum vitalis gold sama jo malone,Netral,Netral,23/12/2022
,rizalfarchani1,https://www.tiktok.com/@rizalfarchani1,harga yang aquatic berapa ka,Netral,Netral,23/12/2022
,muhammadrifki170600,https://www.tiktok.com/@muhammadrifki170600,creativ cocok buat jalan ga ka,Netral,Netral,23/12/2022
,sobatparfumeofficial_,https://www.tiktok.com/@sobatparfumeofficial_,ga suka sama wangi yang amber,Negatif,Negatif,22/12/2022
,viki_andrean0,https://www.tiktok.com/@viki_andrean0,wangi nya enak banget exclusive dan mewah,Positif,Positif,22/12/2022
,abdul.ans_,https://www.tiktok.com/@abdul.ans_,ini parfum favorit aku kak Moris kalau di Indomaret harga nya empat puluh tiga ribu di sini murah banget,Positif,Positif,21/12/2022
,rivald285,https://www.tiktok.com/@rivald285,siapapun yang ada dikomentar tolong kasih referensi kalian parfum yang Enak sweet gitu apa aja nama merek parfum nya,Netral,Netral,21/12/2022
,user2436443989350,https://www.tiktok.com/@user2436443989350,morris love menurut aku wangi banget dan ga bikin pusing,Positif,Positif,21/12/2022
,manusia_sincere,https://www.tiktok.com/@manusia_sincere,aku kemarin liat parfum nya di guardian,Netral,Netral,21/12/2022
,amoree963,https://www.tiktok.com/@amoree963,kok bisa sih jualan parfum yang kurang enak kaya gini,Negatif,Negatif,21/12/2022
,rfaelsyptra,https://www.tiktok.com/@rfaelsyptra,mau nanya parfum morris emang buat parfum badan?,Netral,Netral,21/12/2022
,cuul06,https://www.tiktok.com/@cuul06,varian vintage kalem banget wangi nya aku suka ,Positif,Positif,21/12/2022
,vieagain,https://www.tiktok.com/@vieagain,favorite banget yang merah sama hijau best deh,Positif,Positif,21/12/2022
,alwaysbe_hapy,https://www.tiktok.com/@alwaysbe_hapy,wody tetap di hati wangi nya ga ada yang bisa ngalahin,Positif,Positif,20/12/2022
,decdiyoseann_,https://www.tiktok.com/@decdiyoseann_,suami aku setiap malam make yang creativ wangi nya kalem aku suka banget,Positif,Positif,20/12/2022
